nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles	tconst	averageRating	numVotes	ordering	category	job	characters
nm0787462	Naseeruddin Shah	1950	\N	actor,music_department,director	tt1280558,tt0200087,tt0311429,tt0453729	tt9814458	8.6	16486	3	actor	\N	"[""Pandit Radhemohan Rathod""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0103763	4.4	217	1	actor	\N	"[""Arjun Singh""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0109922	5.8	904	1	actor	\N	"[""Gopinath 'Gopi'"",""Kishan R. Choudhary""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0110546	6.9	8228	2	actor	\N	"[""Vishal Agnihotri""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0114225	4.4	98	1	actor	\N	"[""Raghuveer Verma""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0117623	4.9	102	1	actor	\N	"[""Vijay Khanna""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0118751	7.9	16306	2	actor	\N	"[""Captain Bhairav Singh""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0130197	4.6	127	1	actor	\N	"[""Prithvi""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0130348	5.3	304	1	actor	\N	"[""Inspector Arjun Singh""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0135140	4.8	152	1	actor	\N	"[""Vijay Saxena""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0135161	5.2	406	1	actor	\N	"[""Kundan""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0135393	5.1	80	2	actor	\N	"[""Suraj""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0135515	5.2	372	1	actor	\N	"[""Krishna"",""Sunil""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0135621	5.0	341	1	actor	\N	"[""ASP Raj Sinha""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0135641	5.2	1151	2	actor	\N	"[""Raj""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0135666	4.6	227	2	actor	\N	"[""Ravi Malhotra""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0242519	8.1	66546	2	actor	\N	"[""Ghanshyam (Shyam)""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0246687	6.5	477	2	actor	\N	"[""Aditya""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0250690	5.2	2015	2	actor	\N	"[""Ranger Mohammad Ashraf""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0251320	4.4	175	1	actor	\N	"[""Kunal Verma""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0251356	3.8	192	2	actor	\N	"[""Amar Kapoor (PC Kapoor's son)""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0251756	6.0	1171	1	actor	\N	"[""Commander Shivraj""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0254927	4.5	316	1	actor	\N	"[""Govind Narang""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0255111	6.5	7549	3	actor	\N	"[""Dev""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0265452	4.2	139	1	actor	\N	"[""Sagar Chauhan""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0271604	4.7	667	4	actor	\N	"[""Sameer""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0285958	4.2	639	3	actor	\N	"[""Yash Sabharwal""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0286416	4.7	106	1	actor	\N	"[""Officer Dev Malhotra""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0286478	3.7	1321	1	actor	\N	"[""Police Inspector Ram Prasad""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0286707	3.2	145	1	actor	\N	"[""Bhola"",""Suraj""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0290213	4.3	634	2	actor	\N	"[""Michael""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0290331	5.9	1615	2	actor	\N	"[""Sunil Choudhary"",""Shahenshah""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0294662	6.6	5104	3	actor	\N	"[""Marc Issak""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0297983	4.8	93	1	actor	\N	"[""Shiv Kumar 'Shiva'""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0298606	5.8	894	1	actor	\N	"[""Daya Shanker Pandey""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0302524	5.3	113	1	actor	\N	"[""Ravi Naik""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0309618	3.9	120	1	actor	\N	"[""Sunil 'Sunny' Gujral""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0311413	4.5	246	1	actor	\N	"[""Karan""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0319020	6.2	8462	2	actor	\N	"[""Yeda Anna""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0337611	5.6	2961	2	actor	\N	"[""Inspector Vikram Singh""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0337998	6.2	51	1	actor	\N	"[""Sunil Shrivastava""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0338721	3.0	153	2	actor	\N	"[""Jimmy"",""Jai""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0338959	4.5	177	1	actor	\N	"[""Rahul Bhagwat""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0338960	3.8	136	2	actor	\N	"[""Inspector Jay Singh"",""Jay Dogra""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0339233	4.0	79	2	actor	\N	"[""Sunil"",""Dhaga""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0339239	4.6	52	1	actor	\N	"[""Arjun""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0341458	4.1	89	1	actor	\N	"[""Krishna \""Dushman\""""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0341639	5.5	85	1	actor	\N	"[""Avinash Indermohan Saxena"",""Sunil Verma""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0342624	4.0	434	2	actor	\N	"[""Raja Chauhan""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0343048	4.2	209	3	actor	\N	"[""Raja""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0347416	5.3	3138	4	actor	\N	"[""Sepoy Sanjay Kumar, 13 JAK Rifles""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0347473	7.0	35917	3	actor	\N	"[""Raghavan Datta""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0349115	3.4	378	2	actor	\N	"[""Harshvardan""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0363409	5.7	3111	3	actor	\N	"[""Sub. Insp. Appa Kadam Naik""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0364621	4.7	2377	2	actor	\N	"[""Akram Sheikh (CBI officer)""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0366985	2.7	1272	3	actor	\N	"[""Bhuria""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0371775	4.1	496	2	actor	\N	"[""Dev Mallya""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0373970	3.2	69	1	actor	\N	"[""Raja Kumar""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0415768	5.5	3372	2	actor	\N	"[""Danish 'Dan'""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0418096	3.8	661	2	actor	\N	"[""Mohit""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0419058	7.1	23606	2	actor	\N	"[""Shyam""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0426075	4.7	1001	2	actor	\N	"[""Sanju""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0435259	2.5	212	1	actor	\N	"[""Lalchand Dilachand (Laloo)""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0444769	4.6	674	2	actor	\N	"[""ACP Abhay Rathod""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0444781	5.4	5079	3	actor	\N	"[""Sanju Malwani""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0444913	6.1	2057	4	actor	\N	"[""Flight Lieutnant Shezad Khan""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0454431	4.8	2145	2	actor	\N	"[""Rocker""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0456413	3.5	1512	1	actor	\N	"[""Anna Shetty""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0459652	4.3	66	2	actor	\N	"[""Dave""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0461125	5.6	19	1	actor	\N	"[""Director""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0485522	5.3	1956	3	actor	\N	"[""Faiz Ali""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0489560	4.2	793	4	actor	\N	"[""Anna""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0811066	7.1	10287	3	actor	\N	"[""Kavi Raj Patil""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt0872190	3.4	1986	2	actor	\N	"[""Angad""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt10483386	6.0	9608	4	actor	\N	"[""Sada Anna""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt11536262	5.1	2772	3	actor	\N	"[""ACP Kumar""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt1176960	5.4	2743	2	actor	\N	"[""Laxminarayan #2""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt1228726	3.3	213	1	actor	\N	"[""Gopi""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt1245732	6.5	361	1	actor	\N	"[""Narasimha""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt1255951	5.6	8937	2	actor	\N	"[""Ram Mishra""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt1404573	3.8	394	1	actor	\N	"[""Steven Lazarus""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt1431122	4.4	2577	4	actor	\N	"[""Marcos""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt1442583	5.6	555	3	actor	\N	"[""Amit Nagpal""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt2232524	3.6	208	1	actor	\N	"[""Amar Joshi - Director""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt2599878	6.7	35	4	actor	\N	"[""Sada nair""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt2941856	5.0	239	1	actor	\N	"[""Eklavya Karmakar"",""Bhau""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt3528740	3.3	15	1	actor	\N	\N
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt6175228	5.1	17	4	actor	\N	\N
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt6369662	4.4	15	10	actor	\N	\N
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt7317482	6.2	2234	3	actor	\N	"[""Sarkar""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt8345300	5.9	8984	3	actor	\N	"[""Chandroth Panicker""]"
nm0792911	Suniel Shetty	1961	\N	actor,producer	tt0242519,tt0118751,tt0347473,tt0255111	tt9635540	6.0	6300	4	actor	\N	"[""Hari Chopra""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt0284328	4.7	1230	1	actor	\N	"[""Karan""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt0327005	2.9	284	2	actor	\N	"[""Rahul""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt0337652	3.9	797	2	actor	\N	"[""Karan Malhotra""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt0348662	4.3	926	1	actor	\N	"[""Karan""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt0357328	4.0	224	1	actor	\N	"[""Ravi""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt0410591	3.4	167	1	actor	\N	"[""Karan Kapoor""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt0414040	4.3	832	1	actor	\N	"[""Vishnu Prasad Singh""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt0438875	4.6	1390	3	actor	\N	"[""Avinash""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt0456500	6.1	3583	1	actor	\N	"[""Rahul""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt0489486	3.8	1855	1	actor	\N	"[""Rajan P. Malhotra""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt0495034	7.4	17276	4	actor	\N	"[""Lucky""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt0875692	4.3	295	1	actor	\N	"[""Aryan Mehta""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt0875693	6.1	69	2	actor	\N	\N
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt0887753	3.3	379	1	actor	\N	"[""Arjun""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt0995035	6.4	6626	2	actor	\N	"[""Sameer 'Sam' Arya""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt10042186	4.1	3835	1	actor	\N	"[""Tushar""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt10507520	5.9	23	1	actor	\N	"[""Tushar""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt10550734	6.7	18	1	actor	\N	"[""Tushar""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt10550746	5.9	18	1	actor	\N	"[""Tushar""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt10550750	6.1	18	1	actor	\N	"[""Tushar""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt10550752	6.3	17	1	actor	\N	"[""Tushar""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt10550756	6.1	20	1	actor	\N	"[""Tushar""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt10550760	5.8	19	1	actor	\N	"[""Tushar""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt10550782	5.9	19	1	actor	\N	"[""Tushar""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt1092005	5.1	8084	4	actor	\N	"[""Lucky""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt1170399	5.5	1168	1	actor	\N	"[""Akshay 'Akki' Kumar""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt1176960	5.4	2743	1	actor	\N	"[""Laxminarayan #1""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt1229366	5.3	1335	3	actor	\N	"[""Bhavesh D. Patel""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt13128802	6.1	9	4	actor	\N	\N
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt1562859	5.5	8564	4	actor	\N	"[""Lucky""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt1695793	5.4	452	1	actor	\N	"[""Sahil Rastogi""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt1916728	7.2	3772	1	actor	\N	"[""Tilak""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt1954206	6.6	9756	3	actor	\N	"[""Ramakant""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt2027138	5.0	3959	2	actor	\N	"[""Adi""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt2034011	3.5	322	1	actor	\N	"[""Rishi Malhotra""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt2191641	4.1	416	1	actor	\N	"[""Veer Vikram Singh""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt2301155	6.0	7003	4	actor	\N	"[""Sheikh Munir""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt2848824	5.3	754	1	actor	\N	"[""Sukhi""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt3726012	2.4	2839	1	actor	\N	"[""Sunny Kele""]"
nm0969428	Tusshar Kapoor	1976	\N	actor,producer,assistant_director	tt0495034,tt10350922,tt0347332,tt1092005	tt5290620	1.9	4386	1	actor	\N	"[""Kanhaiya""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0285958	4.2	639	1	actor	\N	"[""Gaurav Saxena""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0301179	4.6	453	1	actor	\N	"[""Suraj Saxena""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0301240	6.3	425	1	actor	\N	"[""Vikram Sehgal""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0306434	7.4	13321	4	actor	\N	"[""Arjun Verma""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0314186	5.2	590	1	actor	\N	"[""Rohit 'Babu'""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0328998	5.4	1923	3	actor	\N	"[""Dev Khanna""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0330217	4.8	1774	1	actor	\N	"[""Jai Mehta""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0348172	5.8	555	3	actor	\N	"[""Salim Mirza""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0368580	3.7	620	1	actor	\N	"[""Captain Aditya Arya""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0416712	4.5	747	1	actor	\N	"[""Arjun Srivastav""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0442855	6.0	877	1	actor	\N	"[""Rahul Verma""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0453978	5.7	743	1	actor	\N	"[""Nikhil Oberoi""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0457875	5.3	1701	2	actor	\N	"[""Shekhar Verma""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0461936	7.1	37448	3	actor	\N	"[""Jasjit Ahuja""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0476649	5.4	2179	2	actor	\N	"[""Man asking for phone call""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0811613	6.5	102	1	actor	\N	"[""Atul Sippy""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt0857381	4.3	1169	1	actor	\N	"[""Raj Jaiswal""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt10061834	6.6	31	1	actor	\N	"[""Captain Karan Sachdev""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt10061838	7.0	29	1	actor	\N	"[""Captain Karan Sachdev""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt10063042	7.1	28	1	actor	\N	"[""Captain Karan Sachdev""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt10063054	6.8	31	1	actor	\N	"[""Captain Karan Sachdev""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt1024943	6.7	43617	3	actor	\N	"[""Mukesh 'Mike' Mehra""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt1039969	7.0	1115	3	actor	\N	"[""Siddharth Kumar""]"
nm0992000	Arjun Rampal	1972	\N	actor,soundtrack,writer	tt1024943,tt1230165,tt1562871,tt0461936	tt10598156	4.0	11441	2	actor	\N	"[""Rudraveer""]"
