nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles	tconst	averageRating	numVotes	ordering	category	job	characters
nm0004569	Sanjay Dutt	1959	\N	actor,music_department,soundtrack	tt0374887,tt0456144,tt0294662,tt1849718	tt9637132	5.8	52308	2	actor	\N	"[""Kaka Kanha""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0086892	5.4	169	2	actor	\N	"[""Police Inspector Ravi Khanna""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0089582	5.7	41	1	actor	\N	"[""Suresh"",""Solanki Patwardhan Lal""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0090358	6.1	202	1	actor	\N	"[""Police Inspector Vikram 'Vicky'""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0090611	5.3	156	1	actor	\N	"[""Allah Rakha""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0091328	7.2	2203	4	actor	\N	"[""Baiju Thakur""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0091512	4.2	14	1	actor	\N	"[""Jai Singh Sengar""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0092888	5.2	32	1	actor	\N	"[""Munna"",""Inspector Panchmarg Koda"",""Azad Modi""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0093299	6.0	47	1	actor	\N	"[""Police Inspector Jaikishan Verma""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0096355	4.3	125	2	actor	\N	"[""Raja KK Verma""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0097640	5.5	228	2	actor	\N	"[""Inspector Kamal Kimtilal""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0097813	5.4	85	1	actor	\N	"[""Kishan Srivastav""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0098168	6.8	2706	2	actor	\N	"[""Inspector Ram Pratap Singh""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0100816	6.5	2070	3	actor	\N	"[""Ravi Mathur""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0100857	4.6	194	2	actor	\N	"[""Jai"",""Anil Verma""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0101244	6.4	1076	1	actor	\N	"[""Ram Kumar""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0101284	5.2	452	2	actor	\N	"[""Shekhar""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0102636	7.8	3467	1	actor	\N	"[""Kishen""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0103689	6.6	332	1	actor	\N	"[""Jaikishan 'Jaggu'""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0105313	5.5	194	2	actor	\N	"[""Sethuram""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0106203	6.1	628	1	actor	\N	"[""Ravi Saxena""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0106986	7.6	882	1	actor	\N	"[""Shiva P. Sathe""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0107311	7.1	3412	3	actor	\N	"[""Inspector Ram Kumar Sinha""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0107321	5.2	2881	1	actor	\N	"[""Ashok Bansal""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0108109	5.4	109	1	actor	\N	"[""Dino D. Verma""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0109010	7.2	3446	2	actor	\N	"[""Shubhankar""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0111303	5.0	25	1	actor	\N	"[""Bajranj Tiwari""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0112916	5.0	251	2	actor	\N	"[""Jai Singh""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0113185	5.0	36	2	actor	\N	"[""Vijay Prakash""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0113822	4.9	116	1	actor	\N	"[""Raja""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0114232	4.3	89	1	actor	\N	"[""Inspector Ram Sinha""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0114234	7.4	9920	3	actor	\N	"[""Raj Kamal""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0114726	4.8	2703	1	actor	\N	"[""Shakti Singh""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0115484	6.1	746	1	actor	\N	"[""Suraj Kapoor""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0115620	4.4	75	1	actor	\N	"[""Ram Ghulam & Kishen""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0116391	6.2	248	1	actor	\N	"[""Gangu""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0116737	4.3	175	1	actor	\N	"[""Jaggu""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0117470	4.4	123	4	actor	\N	"[""Jatin Kumar 'Johnny'""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0117630	5.5	23	2	actor	\N	\N
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0117825	4.2	43	1	actor	\N	"[""Jackie""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0118546	6.2	258	1	actor	\N	"[""Shekhar Khosla""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0118578	3.6	790	3	actor	\N	"[""Prem""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0118751	7.9	16306	4	actor	\N	"[""Wing Commander Anand Bajwa""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0120545	6.3	242	2	actor	\N	"[""Ranjan""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0123102	6.7	893	3	actor	\N	"[""Jackie Dada"",""Jaikishan""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0154105	5.2	50	1	actor	\N	"[""Raja""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0154559	7.3	48	3	actor	\N	"[""Lalit Mohan Singh""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0154846	5.0	24	2	actor	\N	"[""Rajesh Bannerjee"",""Vijay Chauhan""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0155131	5.8	47	2	actor	\N	"[""Nandi""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0156691	6.4	225	1	actor	\N	"[""Ritesh""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0158574	5.3	70	1	actor	\N	"[""Chandrashekhar""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0177505	5.3	96	3	actor	\N	"[""Nitin Sinha""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0187395	5.2	71	3	actor	\N	"[""Police Inspector Karan""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0206020	4.5	321	3	actor	\N	"[""Police Officer Arjun""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0217608	4.1	168	1	actor	\N	"[""Advocate Anand Saxena""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0220594	5.1	583	2	actor	\N	"[""ACP Jay Suryavanshi""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0227194	5.4	5149	2	actor	\N	"[""Javed Abbas""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0238936	7.5	42306	4	actor	\N	"[""Chunnilal""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0248617	4.2	3551	2	actor	\N	"[""Raj Singh Puri""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0250690	5.2	2015	1	actor	\N	"[""BSF Officer Raghuvir Singh""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0251395	5.6	101	3	actor	\N	"[""Inspector Kishan""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0267830	3.7	68	2	actor	\N	"[""Inspector Jai Kishen"",""Jai Ram""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0268401	4.4	2315	3	actor	\N	"[""Tiger""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0272607	4.4	466	3	actor	\N	"[""Gawa Firozi""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0273045	3.8	130	1	actor	\N	"[""Insp. Anil Sharma""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0273452	4.8	2077	1	actor	\N	"[""Thakur Suraj Pratap""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0275381	5.2	104	1	actor	\N	"[""Advocate Jaggan 'Jaggu' Sinha""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0283911	3.8	616	4	actor	\N	"[""Naved Ali""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0286891	5.1	51	2	actor	\N	"[""Jaswant""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0287099	5.0	43	1	actor	\N	"[""Ajay Khanna""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0287152	5.7	64	3	actor	\N	"[""Kishan""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0289725	4.2	405	2	actor	\N	"[""Inspector Veer Chauhan""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0293342	6.6	2718	2	actor	\N	"[""Raghu""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0312883	4.2	491	1	actor	\N	"[""Dr. Kamlakar Tiwari""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0319480	4.9	31	1	actor	\N	"[""Yeshwant Pandey""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0330019	5.2	62	3	actor	\N	"[""Inspector Jai Kishen"",""Jamliya Jamshed Purwala""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0330082	2.3	1445	2	actor	\N	"[""Abdul Wahab Barkatali Al Sabunchi 50-50"",""Chotte Mia""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0338490	7.8	2468	2	actor	\N	"[""Jaggu (Jagdish Prasad)""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0339622	6.6	23	1	actor	\N	"[""Jaggu""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0346733	3.8	34	2	actor	\N	"[""Amar""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0349115	3.4	378	1	actor	\N	"[""Jai Singh Dabral, the Mayor""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0349635	3.9	38	1	actor	\N	"[""Jaikishan""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0350195	5.3	267	1	actor	\N	"[""Ram""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0359442	5.9	48	2	actor	\N	"[""Kishanlal""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0359492	5.4	30	1	actor	\N	"[""Ravi""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0359582	4.9	44	2	actor	\N	"[""Vikram Sharma 'Vicky'""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0360693	4.6	56	2	actor	\N	"[""Suraj""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0363658	4.2	22	1	actor	\N	"[""Bajrang Tiwari""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0363972	4.3	35	1	actor	\N	"[""Shankar""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0376887	4.8	57	1	actor	\N	"[""Shiva"",""Bhola""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0395463	2.6	30	1	actor	\N	"[""Gautam Hiraskar""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0395519	4.7	140	1	actor	\N	"[""Suraj""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0395535	5.9	59	2	actor	\N	"[""Vijay Verma""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0424339	6.3	67	1	actor	\N	"[""Palay Khan""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0430030	4.3	181	1	actor	\N	"[""Ranbir Sehgal""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0440044	3.4	22	1	actor	\N	"[""ACP Jay R. Singh""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0451787	5.5	4245	4	actor	\N	"[""Dr. Sunil""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0454391	7.1	520	1	actor	\N	"[""Zamindar Bhubaneshwar Chaudhary""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0459466	6.6	65	1	actor	\N	\N
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0466398	5.0	63	2	actor	\N	"[""Gaurishankar Yadav""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0481107	4.7	44	1	actor	\N	"[""Jaikishan""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0778881	5.1	43	3	actor	\N	"[""Jai Walia""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0796808	5.0	33	2	actor	\N	"[""Ravi""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0813540	3.4	1206	4	actor	\N	"[""Baali""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0897413	4.2	177	1	actor	\N	"[""Bhoot Unkle""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0925058	4.5	1150	2	actor	\N	"[""K.V.""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt0997033	3.1	261	2	actor	\N	\N
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt10888594	1.9	177636	4	actor	\N	"[""Avinash""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt1107308	4.1	1728	3	actor	\N	"[""Sudhakar 'Sudhabhai' Chauhan""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt1112725	4.7	8	4	actor	\N	"[""Neighbor""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt1185412	4.6	8272	4	actor	\N	"[""Raja Gyanendra Singh""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt1238735	3.5	97	1	actor	\N	"[""Godfather""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt1255873	1.9	342	1	actor	\N	"[""DK""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt1372266	5.5	308	1	actor	\N	"[""Dayal Singh""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt14182442	5.5	1451	9	actor	\N	"[""Pushpak Shakur""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt14207130	8.7	43	4	actor	\N	"[""Pushpak Shakur""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt14207150	8.8	42	4	actor	\N	"[""Pushpak Shakur""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt14209682	8.1	43	4	actor	\N	"[""Pushpak Shakur""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt14260080	5.6	4373	3	actor	\N	"[""M. D. 'Mac' Makwana"",""Gorilla Toto""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt1456946	5.5	15	1	actor	\N	"[""Ibrahim Vakil"",""Guru""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt1496729	8.5	4836	2	actor	\N	"[""Singa Perumal""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt1503723	6.7	25	2	actor	\N	"[""Vitthal Salvi""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt15170362	4.0	31	2	actor	\N	\N
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt1528282	8.0	74	3	actor	\N	"[""Special Appearance""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt1571204	6.0	53	1	actor	\N	"[""Inspector Siddhant""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt1633226	3.7	28	1	actor	\N	"[""Jaikishan Shroff""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt2035528	3.8	19	3	actor	\N	"[""Iqbal Khan""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt2066925	4.9	44	3	actor	\N	"[""Kanwal Sandhu""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt2091384	6.5	3946	4	actor	\N	"[""Bhagvan""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt2146950	4.3	308	4	actor	\N	\N
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt2167753	4.6	22	2	actor	\N	"[""Dacoit Jay Singh""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt2339505	6.2	5135	4	actor	\N	"[""Raja Mahendra""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt3019716	8.0	43	4	actor	\N	"[""(Guest Appearance)""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt3402192	5.8	642	9	actor	\N	"[""The Villain""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt3802576	6.4	13146	3	actor	\N	"[""Garson Fernandes""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt4083032	7.5	13	1	actor	\N	\N
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt4323504	5.7	3532	4	actor	\N	"[""Home Minister Mahesh Maklai""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt4559046	4.9	9718	4	actor	\N	"[""Urja Nagre""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt4992106	6.1	28	3	actor	\N	"[""Rai Saab""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt5260886	6.7	10	9	actor	\N	"[""Prist""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt6216288	6.5	12	2	actor	\N	\N
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt6262618	7.6	24	2	actor	\N	"[""Madhur""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt6836936	5.0	19974	3	actor	\N	"[""Roy""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt6861286	6.7	176	4	actor	\N	"[""Girdharilal""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt7162758	5.2	1100	1	actor	\N	"[""Maj. Gen. Sagat Singh""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt7252508	6.9	20	2	actor	\N	"[""Sardar saab""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt7322988	6.5	7	1	actor	\N	\N
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt7378348	6.0	36	2	actor	\N	"[""Dharam Raaj""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt8016120	7.0	20	1	actor	\N	"[""Yashpal Sawhney""]"
nm0006763	Jackie Shroff	1957	\N	actor,producer,soundtrack	tt0102636,tt0248185,tt9095260,tt0238936	tt8346906	2.5	255	3	actor	\N	"[""The Devil""]"
